date,ret_eom,permno,shrcd,exchcd,mspread,year,month,size_port,rf,stock_exret,stock_ticker,cusip,comp_name,eps_medest,eps_meanest,eps_stdevest,eps_actual,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,ami_126d,ivol_capm_252d,prc_highprc_252d,betadown_252d,bidaskhl_21d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety
20080829,20080831,87055,11,3,0.00554268,2008,8,B,0.0013,0.0711313557,COST,22160K10,COSTCO WHOLESALE,0.92,0.92,0.03,0.92,62.680000305,27251.697133,0.0071792255,-0.00722475,0.0139798876,-0.1063587,-0.013370495,0.0371205002,0.0498595656,0.1808287242,0.1690648892,0.6723196885,0.0326087102,0.0038865478,-0.070850402,0.0199889131,0.1530612091,0.0884862718,0.1182500822,0.0618134178,1.1559010379,0.3564099703,0.9343330783,0.0147464712,0.0,0.0083000155,0.0254785008,0.0400492973,-0.014570796,0.0653163691,0.0028910618,0.0624253074,0.0817999933,-0.073499978,0.002068811,0.0076439083,0.027703126,0.442063011,0.1693877224,0.2643919766,0.1325941377,0.2292725974,-0.073229281,-0.055750537,-0.017478744,-0.049235283,-0.857869283,-0.12273526,-2.138523518,0.4596577638,3.1790245305,3.5337155956,8.2760551138,0.0,0.1500007475,0.0076843434,0.0684410646,1.0,0.0551791802,0.1098284925,0.0348089234,0.3922208751,0.1058583501,0.0374155013,0.0156088804,0.0096091717,0.0020614656,0.0,0.0151495331,-0.200044764,0.0143569545,-0.01331031,0.1253254603,3.0274884629,0.1747095311,0.1385431175,0.5097257099,0.2691450093,0.195314412,1.5715838039,0.1066278057,0.1201524398,0.0168421902,2.3103033391,0.0156245644,0.6757922869,0.1303422962,0.7546281577,7.0,-5.127847186,5.4933817776,10070.261655,-0.583587868,0.23828097,0.0030054935,0.7584436631,0.3282874808,0.0851269185,-0.028640198,2.5022398667,0.0435289954,0.0808711835,0.0252084484,0.0629430524,0.0514367965,0.0,0.3112615229,0.0938157585,0.3829202304,17.287686254,0.7464680158,0.0980233606,-0.090298565,0.5157655646,0.8282249654,0.03141379,-2.68254563,0.35104874,1.43910547,0.03302053,-2.71940308,0.0326654,-1.92618356,0.03189536,0.0432658,0.03422298,-1.6649026,0.00132619,401008819.163606,0.57725285,0.01371271,0.6129308,0.00210132,0.0022673,3.852e-05,0.01643292,0.83953921,0.83467653,0.00939934,0.48671726,0.7639594891,1.5800710814,273,1.1333673254,0.7604030058,0.1217904209,1.3249325644
20080930,20080930,10104,11,3,0.01620262,2008,9,B,0.0015,-0.075371449,ORCL,68389X10,ORACLE CORP,0.35,0.35,0.01,0.34,21.930000305,113027.22157,0.0,0.0072307993,-0.007204793,0.0185787082,-0.057355489,0.1452128486,0.0668979299,0.0616370685,0.0133135284,0.58067036,0.0675541833,0.0039275434,0.0239120387,0.0104883903,0.27059144,0.2351627688,0.2829457364,,-0.153365907,0.9114303901,0.6974358974,0.0,0.0019379845,-0.00416522,0.0269589452,0.0134526745,0.0135062708,0.0771786901,0.0494961947,0.0276824954,0.01337228,-0.01337228,0.0117375925,0.1369921749,0.3457659372,0.4418480009,0.3633829992,0.3848865798,0.236025421,0.430364756,-0.129810269,-0.033149319,-0.09666095,-0.059867081,-0.439072327,-0.073239361,-0.537146226,0.5750280908,0.3313056062,0.6304266327,1.2446707721,0.1269743102,0.2815414299,-0.059267958,0.2834863578,8.0,0.0523340938,0.0140549106,0.0583339582,0.6633165829,0.2121006118,0.0658800393,0.037584495,0.0016187641,0.0018739132,0.1709936756,,0.0794245545,0.0015210776,0.0487088011,0.20170364,0.9970974678,-0.010365373,0.3856447274,0.5614082877,0.5045302524,0.4617113283,1.4192216981,0.1962161003,0.3035159181,0.0265133525,1.7310386417,0.172594613,0.3514896448,0.865538611,0.5337515748,8.0,-5.584796785,5.5456661471,54450.517462,-12.28285579,0.4131763571,0.0371020712,0.3301505556,0.1907239663,0.0551902446,-0.037760815,0.1859728985,0.0450157044,0.0647808545,0.0618523565,0.0223309037,0.0109442662,0.0236137805,0.155278787,0.0795978481,0.1343289182,17.599999391,1.4187156277,0.1328050275,0.7637710997,0.4697389365,0.8638454515,0.01168026,-0.52280081,0.41224199,0.90447931,0.01066674,-0.84557945,0.01080726,-0.94545469,0.02793097,0.04517643,0.01904514,0.68893186,0.00493148,754156852.081397,0.35798443,0.00689611,0.38686279,0.00465723,0.00455139,1.978e-05,0.01568255,0.93239795,1.17402575,0.00424495,0.54687245,0.917838016,1.3140528347,284,0.5075747663,1.6433134688,-1.471774564,0.7450689717
20080930,20080930,87055,11,3,0.00941781,2008,9,B,0.0015,-0.033262563,COST,22160K10,COSTCO WHOLESALE,0.92,0.92,0.03,0.92,67.059997559,29004.320724,0.009131337,-0.010297177,0.0194625536,0.0724313557,-0.121144131,0.0145448782,-0.065760765,0.0219140186,0.1026099471,0.9806590177,-0.006153863,0.0110306586,0.0071930846,0.0165474935,0.1530612091,0.0884862718,0.1182500822,0.0618134178,1.1559010379,0.3564099703,0.9343330783,0.0147464712,0.0,0.0083000155,0.0254785008,0.0400492973,-0.014570796,0.0653163691,0.0028910618,0.0624253074,0.0817999933,-0.073499978,0.002068811,0.0076439083,0.027703126,0.442063011,0.1693877224,0.2643919766,0.1325941377,0.2292725974,-0.073229281,-0.055750537,-0.017478744,-0.049235283,-0.857869283,-0.12273526,-2.138523518,0.4596577638,3.1790245305,3.5337155956,8.2760551138,0.0,0.1500007475,0.0076843434,0.0684410646,1.0,0.0551791802,0.1098284925,0.0348089234,0.3922208751,0.1058583501,0.0374155013,0.0156088804,0.0096091717,0.0020614656,0.0,0.0151495331,-0.200044764,0.0143569545,-0.01331031,0.1253254603,3.0274884629,0.1747095311,0.1385431175,0.5097257099,0.2691450093,0.195314412,1.5715838039,0.1066278057,0.1201524398,0.0168421902,2.3103033391,0.0156245644,0.6757922869,0.1303422962,0.7546281577,7.0,-5.127847186,5.4933817776,10070.261655,-0.583587868,0.23828097,0.0030054935,0.7126137239,0.3084502852,0.0799830143,-0.026909577,2.3510387866,0.0408986996,0.0759844377,0.0236851953,0.059139637,0.0483286616,0.0,0.291933021,0.0879900527,0.3744736321,17.411297125,0.8216697497,-0.117134993,-0.121580389,0.5229493997,0.8000401866,0.00889243,0.18269874,0.36208563,1.27574591,0.00935956,0.07949666,0.00820673,1.07099789,0.02103328,0.03374915,0.01301501,0.4674553,0.00250506,390445416.190709,0.597892,0.01329767,0.63589409,0.00215834,0.00220601,3.703e-05,0.01598894,0.89820512,0.81994644,0.00554268,0.50978692,0.7864630987,1.0765248598,274,1.1362753292,0.7492502023,0.1249710603,1.3128521399
20081031,20081031,10104,11,3,0.01991678,2008,10,B,0.0008,-0.100258329,ORCL,68389X10,ORACLE CORP,0.35,0.35,0.01,0.34,20.309999466,104687.03923,0.0,0.0064725627,-0.006451717,-0.073871449,0.0442857284,0.1211656883,-0.028786524,0.0129330489,-0.131639749,0.9244444009,0.0240184981,-0.004971543,0.0625177715,0.0113129385,0.3672335994,0.2463880862,-0.238244514,,2.9396914446,0.90100856,0.2925531915,0.0,,0.0418676483,0.0253236862,0.0211348058,0.0041888804,0.1595794195,0.0478970974,0.1116823221,0.0770711687,-0.03662097,0.012714733,0.1312304307,0.3570664289,0.3748201743,0.2990395193,0.37515984,0.2277358413,0.3449478853,0.0532918676,-0.015549632,0.0688414995,-0.039794364,-0.340699149,-0.076415334,-0.654229306,0.6715839408,0.273779301,0.5481427175,0.9660608149,0.123272403,0.2336252856,0.1049444274,0.1203093633,8.0,0.1584230013,0.0052354507,0.0700024438,0.0296610169,0.2418939784,0.094493668,0.0545878444,-0.003043577,-2.7566e-05,0.1413683676,,-0.062526597,0.0082378466,0.0582834108,4.792382647,2.5287451202,-0.35090459,0.3544486868,0.5124667361,0.5041574279,0.4088568784,1.4298134396,0.1565964289,0.2592451553,-0.003070353,1.9497586932,0.1725869805,0.3625430524,1.0156244496,0.5127704501,7.0,-5.031657448,4.5664824099,59406.520139,-11.56360946,0.6373389198,0.026499149,0.4515172112,0.2315759446,0.1073294276,0.0018435902,0.2142576595,0.0527381426,0.0707059828,0.0683847786,0.0193242642,0.0070209264,0.0264120565,0.2213767288,0.0904747945,0.1391392218,17.252034325,1.3001476665,0.0144902911,0.2095322872,0.4346314579,0.8283957456,0.02158781,-0.90422296,0.20911986,1.4896128,0.01969705,-1.4096914,0.01899581,-1.10304467,0.04557182,0.08204576,0.03944309,0.09829333,0.00357336,762570459.381728,0.33904522,0.00698078,0.37162571,0.00464832,0.00449127,2.082e-05,0.01640285,0.86352037,1.00912259,0.01620262,0.5537207,0.8428529847,1.9386052612,285,0.3104779085,1.5374005469,-1.445995248,0.5163732665
20081031,20081031,87055,11,3,0.02224522,2008,10,B,0.0008,-0.122777545,COST,22160K10,COSTCO WHOLESALE,0.62,0.63,0.01,0.65,64.930000305,28083.069222,0.0094308861,-0.010297177,0.0194625516,-0.031762563,-0.041631049,0.0369524129,-0.031987363,0.1027186161,0.013500437,1.0379829313,0.0959752873,-0.000581873,0.1224887725,0.0067014008,0.0852095237,0.0881844047,0.2241260475,0.0708263409,1.1434278835,0.3607320178,0.8529495512,0.0165506866,0.0,0.0068797148,0.0261481323,0.0425988346,-0.016450702,0.0602188805,0.0025678489,0.0576510316,0.0029955172,0.0038841975,0.0046878913,0.0299155086,0.028167884,0.4430871065,0.1703771338,0.2705471176,0.1379308794,0.2517632937,-0.02577937,-0.033864366,0.008084996,-0.04851507,-0.818155138,-0.044630872,-0.75265227,0.4003603657,3.1755685776,3.4321760912,8.9379555087,0.0,0.1723605468,0.0076843434,0.0684410646,2.0,0.0447109896,0.1036429897,0.0315545434,0.4655112713,0.115956461,0.0329815677,0.0142758603,0.0074950172,0.0017802821,0.0,0.0209811411,-0.245695148,0.0201284022,-0.013622975,0.2289762812,1.6017095805,0.2192661115,0.1322458727,0.4808423478,0.2907811854,0.1848948882,1.5697766438,0.1078131993,0.1218620642,-0.00245446,2.3260578353,0.0167058985,0.6905507771,0.1161913206,0.7183231837,6.0,-5.193426435,5.6534073805,11032.454713,-0.629547203,-0.363618476,0.0032833689,0.7550225309,0.3245931892,0.0813454178,-0.048790678,2.4896344287,0.044771424,0.0814013946,0.0227756089,0.0493836692,0.0346181891,0.0,0.2928338619,0.0967280304,0.3705429369,17.228445895,0.7553422923,0.0570247962,-0.03916282,0.559485176,0.8143163142,0.01689825,-1.7580125,-0.36327055,0.05092295,0.01756078,-1.65982141,0.01274084,-0.57226834,0.02468384,0.04375096,0.02339065,-0.52352897,0.00201129,401824803.825437,0.59088965,0.01353876,0.6308872,0.0021278,0.00220524,3.678e-05,0.01647785,0.86967583,0.69346271,0.00941781,0.49606533,0.6404999822,1.2379028855,275,1.2119277862,0.7690963065,0.2505102136,1.3817111148
20081128,20081130,10104,11,3,0.01494406,2008,11,B,0.0003,-0.120584341,ORCL,68389X10,ORACLE CORP,0.35,0.35,0.01,0.34,18.290000916,94275.041539,0.0,0.0064725627,-0.006451721,-0.099458329,-0.056665177,-0.025899327,-0.011678825,-0.083897196,-0.117726691,0.8521302802,-0.089760929,-0.005853124,0.008897341,0.015278852,0.3672335994,0.2463880862,-0.238244514,,2.9396914446,0.90100856,0.2925531915,0.0,,0.0418676483,0.0253236862,0.0211348058,0.0041888804,0.1595794195,0.0478970974,0.1116823221,0.0770711687,-0.03662097,0.012714733,0.1312304307,0.3570664289,0.3748201743,0.2990395193,0.37515984,0.2277358413,0.3449478853,0.0532918676,-0.015549632,0.0688414995,-0.039794364,-0.340699149,-0.076415334,-0.654229306,0.6715839408,0.273779301,0.5481427175,0.9660608149,0.123272403,0.2336252856,0.1049444274,0.1203093633,8.0,0.1584230013,0.0052354507,0.0700024438,0.0296610169,0.2418939784,0.094493668,0.0545878444,-0.003043577,-2.7566e-05,0.1413683676,,-0.062526597,0.0082378466,0.0582834108,4.792382647,2.5287451202,-0.35090459,0.3544486868,0.5124667361,0.5041574279,0.4088568784,1.4298134396,0.1565964289,0.2592451553,-0.003070353,1.9497586932,0.1725869805,0.3625430524,1.0156244496,0.5127704501,7.0,-5.031657448,4.5664824099,59406.520139,-11.56360946,0.6373389198,0.026499149,0.5013840273,0.2571518358,0.119183188,0.0020472014,0.237920871,0.0585626897,0.0785149482,0.0759373837,0.0214584896,0.0077963371,0.0293290775,0.2457762395,0.1004466679,0.1362904845,17.022169876,1.0720199517,0.0134598301,0.1119653932,0.4250195444,0.8214532896,0.02302309,-0.48648404,0.24830027,1.02350148,0.0187728,-0.16329854,0.02224253,-0.07537588,0.0879525,0.13069546,0.05839859,0.77546431,0.00347777,817130979.109877,0.3410113,0.00782059,0.40617215,0.00445461,0.00438242,2.525e-05,0.01754452,0.77763608,0.94617402,0.01991678,0.61464418,0.8383423207,3.0546347563,286,0.3063292475,1.5300478829,-1.425478077,0.5083214716
20081128,20081130,87055,11,3,0.01482913,2008,11,B,0.0003,-0.094669359,COST,22160K10,COSTCO WHOLESALE,0.62,0.62,0.03,0.65,57.009998322,24609.791025,0.0107619047,-0.005549617,0.0146770636,-0.121977545,0.0383681875,-0.084478169,-0.037626125,-0.025805181,-0.02970204,0.962651081,0.0042372788,-0.012055948,0.010883953,0.0158912368,0.0852095237,0.0881844047,0.2241260475,0.0708263409,1.1434278835,0.3607320178,0.8529495512,0.0165506866,0.0,0.0068797148,0.0261481323,0.0425988346,-0.016450702,0.0602188805,0.0025678489,0.0576510316,0.0029955172,0.0038841975,0.0046878913,0.0299155086,0.028167884,0.4430871065,0.1703771338,0.2705471176,0.1379308794,0.2517632937,-0.02577937,-0.033864366,0.008084996,-0.04851507,-0.818155138,-0.044630872,-0.75265227,0.4003603657,3.1755685776,3.4321760912,8.9379555087,0.0,0.1723605468,0.0076843434,0.0684410646,2.0,0.0447109896,0.1036429897,0.0315545434,0.4655112713,0.115956461,0.0329815677,0.0142758603,0.0074950172,0.0017802821,0.0,0.0209811411,-0.245695148,0.0201284022,-0.013622975,0.2289762812,1.6017095805,0.2192661115,0.1322458727,0.4808423478,0.2907811854,0.1848948882,1.5697766438,0.1078131993,0.1218620642,-0.00245446,2.3260578353,0.0167058985,0.6905507771,0.1161913206,0.7183231837,6.0,-5.193426435,5.6534073805,11032.454713,-0.629547203,-0.363618476,0.0032833689,0.8615818793,0.3704043237,0.0928260219,-0.055676702,2.8410064892,0.0510901941,0.0928898989,0.0259900216,0.0563533838,0.0395039925,0.0,0.3365993962,0.1111845345,0.3486621763,16.931374715,0.6997865562,0.1244454822,-0.079312492,0.5370074519,0.7963077339,0.02012418,0.49957909,0.32336169,0.84257637,0.0197716,0.02413547,0.02093994,0.17902211,0.06395595,0.10751441,0.04646636,1.2374129,0.00161978,434858597.207039,0.53567878,0.01522079,0.56750508,0.00193843,0.00214066,4.247e-05,0.01626797,0.7635949,0.71162191,0.02224522,0.5622471,0.6202731826,2.7462109455,276,1.2024275232,0.7538789517,0.3180174869,1.3960050376
20081231,20081231,10104,11,3,0.01174675,2008,12,B,0.0,0.1019266248,ORCL,68389X10,ORACLE CORP,0.33,0.34,0.01,0.35,16.090000153,81190.14077,0.0,-0.01599064,0.0161198592,-0.120284341,-0.165982647,-0.199211877,-0.027127579,-0.093657067,0.0332011856,0.6788685011,0.1189296097,-0.027599847,0.0115934317,0.012898797,0.3672335994,0.2463880862,-0.238244514,,2.9396914446,0.90100856,0.2925531915,0.0,,0.0418676483,0.0253236862,0.0211348058,0.0041888804,0.1595794195,0.0478970974,0.1116823221,0.0770711687,-0.03662097,0.012714733,0.1312304307,0.3570664289,0.3748201743,0.2990395193,0.37515984,0.2277358413,0.3449478853,0.0532918676,-0.015549632,0.0688414995,-0.039794364,-0.340699149,-0.076415334,-0.654229306,0.6715839408,0.273779301,0.5481427175,0.9660608149,0.123272403,0.2336252856,0.1049444274,0.1203093633,8.0,0.1584230013,0.0052354507,0.0700024438,0.0296610169,0.2418939784,0.094493668,0.0545878444,-0.003043577,-2.7566e-05,0.1413683676,,-0.062526597,0.0082378466,0.0582834108,4.792382647,2.5287451202,-0.35090459,0.3544486868,0.5124667361,0.5041574279,0.4088568784,1.4298134396,0.1565964289,0.2592451553,-0.003070353,1.9497586932,0.1725869805,0.3625430524,1.0156244496,0.5127704501,7.0,-5.031657448,4.5664824099,59406.520139,-11.56360946,0.6373389198,0.026499149,0.5821889154,0.2985953685,0.1383911876,0.0023771359,0.2762650709,0.0680008674,0.0911687051,0.0881757308,0.0249168185,0.0090528233,0.0340558592,0.2852925038,0.1165966306,0.1477106517,16.6496943,1.1137358519,0.2284348436,0.2000784248,0.5243453065,0.8439473202,0.01982832,-0.4772446,0.03254844,0.3294336,0.01195454,0.05891113,0.01461028,-1.25086113,0.04963141,0.07589557,0.04200836,0.41886852,0.00359239,849698747.063963,0.33165389,0.00845414,0.3893863,0.00426167,0.00434629,2.845e-05,0.01737536,0.68409863,0.9604191,0.01494406,0.60033569,0.7528945171,1.6613795042,287,0.3813599949,1.5341651692,-1.425443276,0.6212510103
20081231,20081231,87055,11,3,0.0078693,2008,12,B,0.0,0.0200116336,COST,22160K10,COSTCO WHOLESALE,0.71,0.71,0.03,0.55,51.470001221,22294.848669,0.0121588809,-0.004206974,0.0142826007,-0.094369359,-0.149865789,-0.198737802,-0.075028696,-0.1482442,0.0595971266,0.9506084794,0.0350148454,-0.023818149,0.008836813,0.0159364331,0.0852095237,0.0881844047,0.2241260475,0.0708263409,1.1434278835,0.3607320178,0.8529495512,0.0165506866,0.0,0.0068797148,0.0261481323,0.0425988346,-0.016450702,0.0602188805,0.0025678489,0.0576510316,0.0029955172,0.0038841975,0.0046878913,0.0299155086,0.028167884,0.4430871065,0.1703771338,0.2705471176,0.1379308794,0.2517632937,-0.02577937,-0.033864366,0.008084996,-0.04851507,-0.818155138,-0.044630872,-0.75265227,0.4003603657,3.1755685776,3.4321760912,8.9379555087,0.0,0.1723605468,0.0076843434,0.0684410646,2.0,0.0447109896,0.1036429897,0.0315545434,0.4655112713,0.115956461,0.0329815677,0.0142758603,0.0074950172,0.0017802821,0.0,0.0209811411,-0.245695148,0.0201284022,-0.013622975,0.2289762812,1.6017095805,0.2192661115,0.1322458727,0.4808423478,0.2907811854,0.1848948882,1.5697766438,0.1078131993,0.1218620642,-0.00245446,2.3260578353,0.0167058985,0.6905507771,0.1161913206,0.7183231837,6.0,-5.193426435,5.6534073805,11032.454713,-0.629547203,-0.363618476,0.0032833689,0.9510425621,0.408864538,0.1024644318,-0.061457784,3.135996886,0.0563950453,0.1025349413,0.0286886451,0.0622047281,0.0436058129,0.0,0.3738381529,0.1234851324,0.3476089045,16.681972002,0.7428808128,0.0669824359,-0.034982806,0.5348541324,0.7937804444,0.02153053,-0.97864783,0.31929738,0.51849912,0.02263506,-1.11885754,0.02323777,-1.05450925,0.0352509,0.05865985,0.03249006,-0.05571849,0.0015635,436365429.034598,0.53854402,0.01605326,0.54114321,0.00182226,0.00203401,4.847e-05,0.01732765,0.68939189,0.60894653,0.01482913,0.57343065,0.5917240014,1.4341154066,277,1.2176069759,0.7506422365,0.3323420017,1.4254104321
20090130,20090131,10104,11,3,0.00981296,2009,1,B,0.0,-0.050761402,ORCL,68389X10,ORACLE CORP,0.32,0.32,0.01,0.35,17.729999542,89468.7159,0.0,-0.017601373,0.0177581124,0.1019266248,-0.207779391,-0.233809519,-0.177402837,-0.287422494,0.0115146174,0.7067271673,-0.089902602,-0.010160827,0.0204785696,0.0125061511,0.3770362815,0.2269990493,0.3417366947,,5.6926742108,0.8808290155,1.3252427184,0.0,,0.0418676483,0.008465071,0.0307070451,-0.022241974,0.1536410387,0.0161894483,0.1374515904,0.1057922248,-0.105792225,0.0114278459,0.129600237,0.3585141185,0.3886948977,0.3160645885,0.3785457451,0.2300439473,0.3780410312,-0.020019893,-0.015702707,-0.004317186,-0.046198125,-0.379124696,-0.15199035,-1.247308093,0.6420515809,0.2814212854,0.569635151,1.0544662309,0.1212982094,0.2755592238,0.1049444274,0.1203093633,8.0,0.1586478217,0.0052354507,0.1704712632,1.0557939914,0.1770810333,0.0444251949,0.0227849708,-0.002137998,-0.001512148,0.1469620976,,0.1460460165,0.0117706003,0.0684918931,-1.081184115,-0.310142255,0.216208047,0.3716159114,0.5352469765,0.5011636518,0.4352324057,1.4140326502,0.168052822,0.2698664635,-0.024224608,1.8878545745,0.1689798726,0.3625430524,1.2357605747,0.5285735101,7.0,-5.083771574,4.6230191649,61608.327716,-13.1869774,0.6536134255,0.0263799355,0.528151092,0.2797625935,0.1255969742,-0.019939931,0.2596661835,0.0643576913,0.0887572815,0.0834034548,0.0222759428,0.0082934017,0.0314970431,0.2512638579,0.1132922642,0.138043719,16.809771924,1.1080143335,-0.150320286,0.0091214457,0.5380254663,0.787511565,0.02174399,1.07169465,0.54271405,0.22272578,0.02202389,0.97978048,0.01980776,0.51007328,0.0513648,0.0704395,0.03368118,0.19800155,0.0039954,821846099.684132,0.36371887,0.00856301,0.4045436,0.00414695,0.00431233,3.234e-05,0.01771272,0.7538265,0.89861253,0.01174675,0.60237896,0.7309038314,1.6805794654,288,0.4294992936,1.57745022,-1.417692851,0.6412333595
20090130,20090131,87055,11,3,0.00930686,2009,1,B,0.0,-0.142285734,COST,22160K10,COSTCO WHOLESALE,0.71,0.71,0.02,0.55,52.5,22745.31,0.0119180794,-0.003480105,0.0135529273,0.0200116336,-0.204835962,-0.26214447,-0.201642466,-0.254719723,0.0270553901,0.9450594303,-0.026089445,-0.019627141,0.0101785279,0.0157473502,0.0548673798,0.1166886213,0.1536206637,0.0327798232,2.0541434105,0.3692775631,0.6059083955,0.0077335513,0.0061354736,0.0038582176,0.0105596811,0.0128484928,-0.002288812,0.0392109252,0.0050340513,0.0341768739,0.0060268302,0.003966861,0.004304637,0.0270844007,0.0273820682,0.4657765163,0.1707381096,0.2707378644,0.1378444311,0.2378275643,-0.021803134,-0.02764072,0.0058375867,-0.043198577,-0.696523417,-0.039231716,-0.632562708,0.4191638973,3.3770441828,3.5981602293,8.6855223001,0.0,0.1583482204,0.1085376095,0.0073260073,3.0,0.0336376766,0.0724579996,0.0104385984,0.3183362239,0.1249884883,0.0436426761,0.0187625069,-0.000268467,-0.000298439,0.0,0.0924238454,0.0321953305,0.0028884176,0.0005044718,1.3240281336,0.1464662172,0.0970218255,0.1345372927,0.4913324533,0.288079374,0.1801060623,1.5583807909,0.1052188562,0.1275395327,-0.000684538,2.2225703042,0.0171071732,0.6881473419,0.1520814565,0.687961943,5.0,-5.184712765,5.8672042912,11193.80324,-0.561276075,-0.085503247,0.0037146007,0.9093016538,0.4091216607,0.1031581456,-0.040828153,3.1867237685,0.0563951426,0.09567568,0.025394334,0.051014297,0.0367857813,0.0,0.3825181589,0.1209083737,0.3274738717,16.733617384,0.7440664993,-0.074093314,-0.26145201,0.5539735575,0.807049807,0.01948191,0.40953277,-0.30252403,0.73420367,0.01865423,0.13848952,0.01511119,-0.59702488,0.03567344,0.05364932,0.02820684,-0.40738037,0.00177215,416736349.439994,0.58135475,0.01598395,0.55743666,0.00173766,0.00199645,5.485e-05,0.0178748,0.70318775,0.6066031,0.0078693,0.57741298,0.5856362383,1.3963279326,278,1.2135450764,0.7486136107,0.3101665402,1.4158400535
20090227,20090228,10104,11,3,0.00799055,2009,2,B,0.0001,-0.076748839,ORCL,68389X10,ORACLE CORP,0.32,0.32,0.01,0.35,16.829999924,84927.158525,0.0,-0.017601373,0.0177581149,-0.050761402,-0.030617893,-0.17649796,-0.149640327,-0.137226271,0.021897847,0.4826839388,-0.085158154,-0.007033849,-0.046363065,0.015457171,0.3770362815,0.2269990493,0.3417366947,,5.6926742108,0.8808290155,1.3252427184,0.0,,0.0418676483,0.008465071,0.0307070451,-0.022241974,0.1536410387,0.0161894483,0.1374515904,0.1057922248,-0.105792225,0.0114278459,0.129600237,0.3585141185,0.3886948977,0.3160645885,0.3785457451,0.2300439473,0.3780410312,-0.020019893,-0.015702707,-0.004317186,-0.046198125,-0.379124696,-0.15199035,-1.247308093,0.6420515809,0.2814212854,0.569635151,1.0544662309,0.1212982094,0.2755592238,0.1049444274,0.1203093633,8.0,0.1586478217,0.0052354507,0.1704712632,1.0557939914,0.1770810333,0.0444251949,0.0227849708,-0.002137998,-0.001512148,0.1469620976,,0.1460460165,0.0117706003,0.0684918931,-1.081184115,-0.310142255,0.216208047,0.3716159114,0.5352469765,0.5011636518,0.4352324057,1.4140326502,0.168052822,0.2698664635,-0.024224608,1.8878545745,0.1689798726,0.3625430524,1.2357605747,0.5285735101,7.0,-5.083771574,4.6230191649,61608.327716,-13.1869774,0.6536134255,0.0263799355,0.556394454,0.2947231538,0.1323133871,-0.021006237,0.2735520698,0.0677992776,0.0935036582,0.0878635307,0.0234671692,0.0087368989,0.0331813762,0.2649887302,0.1194806666,0.1499431086,16.674822173,1.0778811237,-0.048680469,0.1430638675,0.5301637969,0.8045238323,0.00981984,-0.503608,0.15153415,0.93787008,0.00975158,-0.16389762,0.01026392,-0.2583473,0.03233704,0.04906826,0.02846369,-0.08177261,0.00420613,804607335.458155,0.3810777,0.00863952,0.39825996,0.00400863,0.00432041,3.547e-05,0.01689614,0.71556121,0.8752536,0.00981296,0.61198145,0.7251126551,1.0577345098,289,0.4844480887,1.5605265571,-1.371941108,0.7228132963
